name,Energie,Acide Gras,Sucre,Sodium,Proteine,Fibre,Teneur en fruits,nova_grade,nutriscore_grade,nutriscore_score,categories
Miel de Sapin du Jura liquide,1365.0,0.0,80.0,0.0,0.0,0.0,0.0,2.0,D,14,"Petit-déjeuners, Produits à tartiner, Produits à tartiner sucrés, Produits de la ruche, Produits d'élevages, Édulcorants, Miels, Miels de sapin, Tartinades"
Crème fluide entière 30% de mat. gr. issue de l'agiculture biologique,1210.0,20.0,3.5,32.0,2.4,0.0,0.0,4.0,D,13,"Produits laitiers, Crèmes, Crèmes UHT, Crèmes liquides, Crèmes entières, Crèmes semi-épaisses, Crèmes fluides"
Wrap bœuf sauce poivre,1045.0,5.8,1.6,480.0,12.0,0.0,0.0,4.0,D,13,Snacks et apéritifs
Jambon sec 10 tranches,1045.0,4.9,0.0,1920.0,32.0,0.0,0.0,3.0,D,17,"Viandes, Charcuteries, Jambons, Jambons crus, Jambons secs, en:raw-cured-ham"
Jambon sec 10 tranches,1045.0,4.9,0.0,1920.0,32.0,0.0,0.0,3.0,D,17,"Viandes, Charcuteries, Jambons, Jambons crus, Jambons secs, Jambons de Bayonne, en:raw-cured-ham"
Jambon de Bayonne 9 mois d'affinage 6 tranches,1045.0,4.9,0.0,1920.0,32.0,0.0,0.0,3.0,D,17,"Viandes, Charcuteries, Jambons, Jambons crus, Jambons secs, en:raw-cured-ham"
Jambon de Bayonne 9 mois d'affinage 6 tranches,1045.0,4.9,0.0,1920.0,32.0,0.0,0.0,3.0,D,17,"Viandes, Charcuteries, Jambons, Jambons crus, Jambons secs, Jambons de Bayonne, en:raw-cured-ham"
10 Mini cheeseburgers surgelés,978.0,3.9,6.9,480.0,12.0,0.0,0.0,4.0,C,6,"Condiments, Sauces, Sauces tomate, Ketchup, Ketchup de tomate, Epicerie, Salades et entrées préparées"
Mini Knacks,933.0,6.3,1.2,760.0,16.0,0.0,0.0,4.0,D,16,"Viandes, Charcuteries, Frais, Saucisses, Saucisses françaises, Saucisses de Strasbourg, Knacks industrielles, Saucisses cocktail"
Saucisson à l'ail pur porc nature,1009.0,7.6,0.0,680.0,18.0,0.0,0.0,4.0,D,17,"Viandes, Charcuteries, Saucisses"
Terrine de sanglier au cognac,1001.0,7.0,1.0,600.0,17.0,0.0,0.0,4.0,D,14,"Viandes, Charcuteries, en:meat-based-products, Terrines, Terrines de sanglier"
Terrine de lapin au thym,967.0,6.8,0.6,680.0,17.0,0.0,0.0,4.0,D,15,"Conserves, Viandes, Charcuteries, en:meat-based-products, Terrines, Terrines de lapin"
Terrine de campagne,1186.0,10.0,1.0,600.0,15.0,0.0,0.0,4.0,D,18,"Viandes, Charcuteries, Terrines, Terrines de campagne"
Terrine de campagne,1142.0,9.0,1.0,600.0,15.0,0.0,0.0,4.0,D,17,"Viandes, Charcuteries, en:meat-based-products, Terrines, Terrines de campagne"
6 Cheeseburgers surgelés,1059.0,5.1,2.2,520.0,13.0,0.0,0.0,4.0,D,13,"Viandes, Sandwichs, Cheeseburgers"
CROISSANTS JAMBON EMMENTAL X 2 CROISSANTS Pâte pur beurre,1071.0,9.3,3.6,480.0,8.0,1.1,0.0,4.0,D,16,"Plats préparés, Pizzas tartes salées et quiches, Tartes, Feuilleté salé, Quiches, Croissants au jambon"
4 Paniers jambon emmental,1091.0,10.0,2.2,276.0,8.9,1.0,0.0,4.0,D,14,Salades et entrées préparées
Crème fraiche épaisse entière,1217.0,21.0,2.3,24.0,2.4,0.0,0.0,3.0,D,13,"Produits laitiers, Crèmes, Crèmes fraîches"
MUNSTERGEROME Appellation d'Origine Protégée,1422.0,20.0,0.5,720.0,19.0,0.0,0.0,3.0,E,21,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Frais, Fromages de vache, Fromages de France, Fromages pasteurisés, Fromages à pâte molle à croûte lavée, Munsters, Munsters au lait pasteurisé, Petits Munsters, Fromages AOC, Fromages labellisés, Produits AOC, Produits labellisés"
Emmental,1532.0,21.0,0.0,240.0,27.0,0.0,0.0,3.0,D,16,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de vache, Emmentals, Fromages de France, Emmentals français, Fromages en tranches"
Emmental,1532.0,21.0,0.0,240.0,27.0,0.0,0.0,3.0,D,16,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de vache, Emmentals, Fromages de France, Emmentals français"
Emmental,1532.0,21.0,0.0,240.0,27.0,0.0,0.0,3.0,D,16,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de vache, Emmentals, Fromages de France, Emmentals français"
La Raclette en tranches,1370.0,18.0,0.0,680.0,23.0,0.0,0.0,3.0,E,21,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Laits, Laits homogénéisés, Laits demi-écrémés, Laits UHT"
La Raclette en tranches,1370.0,18.0,0.0,680.0,23.0,0.0,0.0,3.0,E,21,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Frais, Fromages de vache, Fromages à pâte pressée non cuite, Fromages pasteurisés, Raclettes, Fromages en tranches, Fromages industriels"
Emmental Français râpé,1532.0,19.0,0.0,280.0,27.0,0.0,0.0,3.0,D,17,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de vache, Emmentals, Fromages de France, Emmentals français, Fromages pasteurisés, Fromages râpés, Emmentals râpés"
Emmental Français râpé,1532.0,19.0,0.0,280.0,27.0,0.0,0.0,3.0,D,17,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de vache, Emmentals, Fromages de France, Emmentals français, Fromages râpés, Emmentals râpés"
Emmental Français râpé,1532.0,19.0,0.0,280.0,27.0,0.0,0.0,3.0,D,17,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Frais, Fromages à pâte pressée cuite, Fromages de vache, Emmentals, Fromages de France, Emmentals français, Fromages pasteurisés, Fromages râpés, Emmentals râpés, Fromages industriels"
Emmental Français râpé,1532.0,19.0,0.0,280.0,27.0,0.0,0.0,3.0,D,17,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de vache, Emmentals, Fromages de France, Emmentals français, Fromages râpés, Emmentals râpés"
Plateau de saucisses de volaille,187.0,3.8,0.5,760.0,16.0,1.4,0.0,4.0,C,5,"Viandes, Charcuteries, Saucisses, Saucisses de volaille"
Boudin noir (2),1256.0,9.6,0.8,396.0,15.0,0.0,0.0,3.0,D,16,"Viandes, Charcuteries, Poissons et viandes et oeufs, Abats, Boudins, Produits tripiers, Boudins noirs, Boudins noirs aux oignons, Boudin noir sauté"
Rôti porc poivre s/sel nitrité,554.0,1.4,0.5,920.0,23.7,0.0,0.0,3.0,D,12,"Viandes, Viandes cuites, Viande blanche cuite, Viandes fraîches, Porc, Viande de porc cuite, Rôti de porc cuit, Rôtis de porc, Rôtis cuits de porc"
Lardons fumés sans sel nitrité,1239.0,9.7,0.5,600.0,17.0,0.0,0.0,3.0,D,18,"Viandes, Charcuteries, Charcuteries diverses, Porc, Allumettes de porc, Lardons de porc, Lardons de porc fumés"
Lardons fumés sans sel nitrité,1239.0,9.7,0.5,600.0,17.0,0.0,0.0,3.0,D,18,"Viandes, Charcuteries, Charcuteries diverses, Allumettes de porc, Lardons de porc, Lardons de porc fumés"
Emmental râpé 29%MG 200g CC,1583.0,18.0,0.5,300.0,29.0,0.0,0.0,3.0,D,17,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de vache, Emmentals, Fromages de France, Réfrigérés, Emmentals français, Fromages râpés, Emmentals râpés"
Emmental râpé 31% 200g CC,1625.0,20.0,0.5,240.0,27.0,0.0,0.0,3.0,D,16,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Aides culinaires, Fromages de vache, Emmentals, Fromages de France, Emmentals français, Fromages pasteurisés, Fromages râpés, Emmentals râpés, Fromage de type emmental"
Biscuit nappé chocolat noir (16),2066.0,14.0,23.0,260.0,9.4,5.0,0.0,3.0,D,18,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Biscuits au chocolat noir"
Biscuit petit beurre choco pépites,1907.0,10.0,26.0,376.0,8.8,5.0,0.0,3.0,D,18,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Biscuits au chocolat noir"
Confiture,1019.0,0.0,59.0,0.0,0.0,1.3,50.0,3.0,D,11,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Aliments à base de fruits et de légumes, Produits à tartiner, Fruits et produits dérivés, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Confitures, Confitures de prunes, Confitures de mirabelles"
Cacahuète enrobées goût Paprika,2174.0,4.4,7.0,832.0,12.9,3.9,49.2,4.0,D,15,"Snacks, en:Apéritif, en:Snacks salés"
Confiture Abricots,1024.0,0.0,59.0,0.0,0.5,1.1,50.0,4.0,D,11,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Aliments à base de fruits et de légumes, Produits à tartiner, Fruits et produits dérivés, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Confitures, Confitures d'abricot"
Confiture artisanale myrtille sauvage au sucre de canne roux,250.0,0.1,47.4,40.0,0.5,0.1,58.0,3.0,C,9,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Aliments à base de fruits et de légumes, Produits à tartiner, Fruits et produits dérivés, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Confitures, Produits artisanaux, Confitures de fruits rouges, Confitures artisanales, Confitures de myrtilles"
Creme fluide entiere,1214.0,20.0,3.8,40.0,2.3,0.4,0.0,4.0,D,13,"Produits laitiers, Crèmes, Crèmes liquides"
Cacahuètes Goût Bacon,2170.0,4.8,8.2,880.0,14.0,4.5,45.0,4.0,D,15,en:Apero Gâteau Salé
Cake aux fruits,1513.0,1.1,32.0,184.0,4.0,2.2,30.15,4.0,D,12,"Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Cakes aux fruits"
Confiture Fruits des bois,1015.0,0.0,58.0,0.0,0.6,1.9,50.0,4.0,D,11,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Produits à tartiner, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Confitures, Confitures de fruits rouges, Confitures multifruits, Confitures de fruits rouges mélanges"
Confiture extra fraises rhubarbe,1021.0,0.5,56.0,2.032,0.5,0.9,50.0,4.0,D,12,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Produits à tartiner, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Confitures, Confitures de fruits rouges, Confitures de fraises"
Confiture d'abricots du Roussillon,1039.0,0.0,59.0,0.0,0.0,0.9,55.0,4.0,D,12,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Produits à tartiner, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Confitures, Confitures d'abricot"
Fraise de Plougastel,243.0,0.2,59.0,20.0,0.6,0.0,64.0,4.0,C,8,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Aliments à base de fruits et de légumes, Produits à tartiner, Fruits et produits dérivés, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Confitures, Produits artisanaux, Confitures de fruits rouges, Confitures artisanales, Confitures de fraises"
Prunes du Lot et Garonne,244.0,0.1,57.0,0.0,5.0,1.6,55.0,4.0,C,5,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Produits à tartiner, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Confitures, Confitures de prunes"
Tarte 3 Fromages 190g,1017.0,7.5,1.7,296.0,11.0,0.0,0.0,3.0,D,13,"Plats préparés, Pizzas tartes salées et quiches, Tartes salées, Tartes, Plats préparés à réchauffer au micro-ondes, Tartes au fromage"
Pâte Feuilletée Tout Simplement,1657.0,13.0,1.0,440.0,6.3,2.0,0.0,3.0,D,16,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pâtes à tarte, Pâtes feuilletées"
Burger Bacon - Bœuf Charolais Poivre,1329.0,5.1,1.8,440.0,12.0,1.8,2.78,4.0,D,11,"Plats préparés, Sandwichs, Réfrigérés, Hamburgers, Plats préparés à réchauffer au micro-ondes, Plats préparés réfrigérés"
Tarte Savoyarde Edition Limitée,1010.0,6.8,1.8,312.0,8.6,1.1,0.0,4.0,D,11,"Plats préparés, Pizzas tartes salées et quiches, Tartes salées, Tartes, Traiteur"
"Tarte aux Poireaux, gratinée à l'emmental",985.0,8.2,2.2,348.0,7.5,1.4,19.5,4.0,D,12,"Surgelés, Plats préparés, Pizzas tartes salées et quiches, Tartes salées, Tartes, Pizzas et tartes surgelées, Quiches, Tartes salées surgelées, Quiches au poireau"
"Sauce à l'huile, sauce Pitomaïl",1409.0,5.3,0.7,240.0,17.4,0.0,0.0,4.0,C,6,"Produits de la mer, Conserves, Poissons, Poissons gras, Poissons en conserve, Sardines, Sardines en conserve, Sardines à l'huile, Sardines à l'huile d'olive, Sardines à l'huile et au piment, Sardines à la tomate"
Fondant au chocolat,1630.0,13.0,33.0,40.0,6.4,3.2,0.0,3.0,D,18,"Snacks, Desserts, Snacks sucrés, Surgelés, Biscuits et gâteaux, Gâteaux, Gâteaux et pâtisseries surgelés"
Tarte chèvre épinards,929.0,7.3,1.7,348.0,6.7,1.7,14.3,4.0,D,11,"Plats préparés, Pizzas tartes salées et quiches, Tartes salées, Tartes, Réfrigérés, Plats préparés réfrigérés"
Tarte au citron meringuée,1295.0,6.2,36.0,16.0,5.5,1.1,16.0,3.0,D,15,"Snacks, Desserts, Snacks sucrés, Surgelés, Biscuits et gâteaux, Gâteaux, Tartes sucrées, Tartes aux fruits, Tartes, Tartelettes, Tartes au citron, Biscuit sec nappé aux fruits, Gâteaux et pâtisseries surgelés, Tartes au citron meringuées"
Confiture de MIRABELLES,233.0,0.0,50.0,0.0,0.4,0.0,55.0,4.0,C,9,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Aliments à base de fruits et de légumes, Produits à tartiner, Fruits et produits dérivés, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Confitures, Confitures de prunes, Confitures de mirabelles"
12 Merguez 100% volaille Halal,175.0,3.4,0.9,800.0,17.0,1.2,0.0,4.0,C,5,"Viandes, Charcuteries, Saucisses, Volailles, Merguez, Merguez de volaille"
Plateau de poulet à la Mexicaine,213.0,4.4,0.0,600.0,17.0,1.3,0.0,4.0,C,4,"Viandes, Volailles, Poulets, Volailles cuites, Cuisses de poulet, Poulets cuisinés"
Crème aux oeufs aux marrons,1186.0,9.8,29.0,40.0,3.1,0.5,11.7,4.0,D,18,"Produits laitiers, Desserts, Desserts lactés, Desserts lactés aux œufs"
Cacahuètes enrobées goût épicé,2181.0,4.5,6.9,640.0,12.8,3.8,48.8,4.0,D,13,"Snacks, Snacks salés, Cacahuètes enrobées"
Brioche tranchée nature,365.0,5.6,14.5,440.0,7.5,1.2,0.0,4.0,D,12,"Snacks, Snacks sucrés, Viennoiseries, Brioches, Brioches tranchées"
Brioche Tranchée Light,331.0,5.3,13.7,380.0,8.3,3.3,0.0,4.0,C,9,"Snacks, Petit-déjeuners, Snacks sucrés, Viennoiseries, Brioches, Brioches pur beurre, Brioches tranchées"
Doochok brioche et barre chocolat,375.0,6.4,23.1,260.0,7.4,3.6,0.0,4.0,D,11,"Snacks, Snacks sucrés, Viennoiseries, Pains au lait"
Kiri à la crème de lait (12 Portions),310.0,20.0,2.0,560.0,9.0,0.0,0.0,4.0,D,16,"Produits laitiers, Produits fermentés, Produits à tartiner, Produits laitiers fermentés, Produits à tartiner salés, Fromages, Frais, Fromages de vache, Fromages de France, Fromages à pâte fondue, Fromages à tartiner, Fromages à la crème, Fromages industriels, Gouter"
Pate Feuilletee Pur Beurre,1557.0,14.6,0.9,460.0,6.6,1.8,0.0,3.0,D,18,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pâtes à tarte, Pâtes feuilletées"
Biscuits Twibio Double Chocolat Au Lait Bio & équitable,534.0,9.8,31.1,60.0,5.8,4.2,0.0,3.0,D,13,"Snacks, Snacks sucrés, Surgelés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Biscuits fourrés, Biscuits au chocolat au lait"
"Quiche Lorraine, Lardons et Jambon supérieur fumés",965.0,7.1,1.6,312.0,8.1,0.8,0.0,4.0,D,12,"Plats préparés, Pizzas tartes salées et quiches, Tartes salées, Tartes, Réfrigérés, Quiches, Plats préparés réfrigérés, Quiches lorraines"
Pommes de France,159.0,0.0,10.0,0.0,0.5,0.5,75.0,1.0,A,-2,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Nectars de fruits, Nectars de pomme"
Foie gras de canard entier du SudOuest,2282.0,25.0,1.2,480.0,7.2,0.0,0.0,3.0,E,21,"Viandes, Poissons et viandes et oeufs, Foies gras, Foies gras de canard, Foies gras entiers, Foies gras de canard entiers"
Foie gras de canard entier du SudOuest,2282.0,25.0,1.2,480.0,7.2,0.0,0.0,3.0,E,21,"Poissons et viandes et oeufs, Foies gras, Foies gras de canard, Foies gras entiers, Foies gras de canard entiers"
Roquefort,1521.0,23.0,0.0,1400.0,19.0,0.0,0.0,3.0,E,24,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Frais, Fromages à pâte persillée, Fromages de France, Fromages au lait cru, Fromages à pâte persillée français, Fromages de brebis, Fromages industriels, Roqueforts, Fromages AOC, Fromages labellisés, Labeled products, Produits AOC"
Roquefort,1521.0,23.0,0.0,1400.0,19.0,0.0,0.0,3.0,E,24,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Frais, Fromages à pâte persillée, Fromages de France, Fromages au lait cru, Fromages à pâte persillée français, Fromages de brebis, Fromages industriels, Roqueforts, Fromages AOC, Fromages labellisés, Produits AOC, Produits labellisés"
Roquefort,1521.0,23.0,0.0,1400.0,19.0,0.0,0.0,3.0,E,24,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Frais, Fromages à pâte persillée, Fromages de France, Fromages au lait cru, Fromages à pâte persillée français, Fromages de brebis, Fromages industriels, Roqueforts, Fromages AOC, Fromages labellisés, Labeled products, Produits AOC"
Petits yaourts à boire / fraisebanane/ pêcheabricot,283.0,0.9,11.0,48.0,2.8,0.0,0.0,4.0,A,1,"Boissons, Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Boissons lactées, Desserts lactés fermentés, Boissons fermentées, Boissons lactées fermentées, Yaourts, Yaourts à boire"
Petits yaourts à boire / fraisebanane/ pêcheabricot,283.0,0.9,11.0,48.0,2.8,0.0,0.0,4.0,A,1,"Boissons, Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Boissons lactées, Desserts lactés fermentés, Boissons fermentées, Boissons lactées fermentées, Yaourts, Yaourts à boire"
Yaourt à boire saveurs banane/fraise ou abricot/pêche BIO,281.0,0.8,10.0,36.0,2.9,0.0,0.0,4.0,A,1,"Boissons, Produits laitiers, Desserts, Produits fermentés, Produits laitiers fermentés, Desserts lactés, Boissons lactées, Desserts lactés fermentés, Boissons fermentées, Boissons lactées fermentées, Yaourts, Yaourts à boire"
Nectar de fraise,165.0,0.1,10.0,4.0,0.5,0.5,44.36,3.0,A,1,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Nectars de fruits, Nectars de fraise"
