name,Energie,Acide Gras,Sucre,Sodium,Proteine,Fibre,Teneur en fruits,nova_grade,nutriscore_grade,nutriscore_score,categories
Jambon blanc sup s/sel nitrité (2) 80gCC,622.0,2.7,0.5,760.0,20.0,0.0,0.0,4.0,C,6,"Viandes, Charcuteries, Jambons, Jambons blancs, Jambons blancs avec couenne"
Lardons fumés supérieur,1239.0,9.7,0.5,600.0,17.0,0.0,0.0,3.0,D,18,"Viandes, Charcuteries, Charcuteries diverses, Porc, Allumettes de porc, Lardons de porc, Lardons de porc fumés"
Lardons fumés supérieur,1239.0,9.7,0.5,600.0,17.0,0.0,0.0,3.0,D,18,"Viandes, Charcuteries, Charcuteries diverses, Allumettes de porc, Lardons de porc, Lardons de porc fumés"
Fromage Pour Tartiflette,1356.0,19.0,1.0,560.0,20.0,0.0,0.0,3.0,E,20,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de vache, Fromages pasteurisés"
Emmental français râpé,1532.0,19.0,0.0,280.0,27.0,0.0,0.0,3.0,D,17,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de vache, Emmentals, Fromages de France, Emmentals français, Fromages pasteurisés, Fromages râpés, Emmentals râpés"
Emmental français râpé,1532.0,19.0,0.0,280.0,27.0,0.0,0.0,3.0,D,17,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de vache, Emmentals, Fromages de France, Emmentals français, Fromages râpés, Emmentals râpés"
Emmental français râpé,1532.0,19.0,0.0,280.0,27.0,0.0,0.0,3.0,D,17,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Frais, Fromages à pâte pressée cuite, Fromages de vache, Emmentals, Fromages de France, Emmentals français, Fromages pasteurisés, Fromages râpés, Emmentals râpés, Fromages industriels"
Emmental français râpé,1532.0,19.0,0.0,280.0,27.0,0.0,0.0,3.0,D,17,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de vache, Emmentals, Fromages de France, Emmentals français, Fromages râpés, Emmentals râpés"
Emmental français,1532.0,21.0,0.0,240.0,27.0,0.0,0.0,3.0,D,16,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de vache, Emmentals, Fromages de France, Emmentals français, Fromages en tranches"
Emmental français,1532.0,21.0,0.0,240.0,27.0,0.0,0.0,3.0,D,16,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de vache, Emmentals, Fromages de France, Emmentals français"
Emmental français,1532.0,21.0,0.0,240.0,27.0,0.0,0.0,3.0,D,16,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de vache, Emmentals, Fromages de France, Emmentals français"
Huile de pépins  de raisin,900.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,D,12,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Matières grasses, Matières grasses végétales, Huiles, Huiles de fruits et graines de fruits, Huiles de pépins de raisins"
Préparation Falafels Pois Chiches,1516.0,0.7,5.7,1080.0,15.0,0.0,0.0,3.0,D,15,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Légumineuses, Alternatives à la viande, Boulettes végétariennes, Falafels"
Fromage à tartiner ail et fines herbes,923.0,17.0,3.0,560.0,6.0,0.0,2.0,4.0,D,18,"Produits laitiers, Produits fermentés, Produits à tartiner, Produits laitiers fermentés, Produits à tartiner salés, Fromages, Fromages pasteurisés, Fromages à tartiner, en:Uncured-soft-cheese-spreadable-around-30-40-fat-flavoured"
Coeur Fondant,1320.0,20.0,0.0,600.0,18.0,0.0,0.0,3.0,E,19,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de vache, Fromages pasteurisés, Fromages à pâte molle"
Boudins noirs aux oignons,941.0,7.4,3.0,600.0,11.0,0.0,0.0,3.0,D,15,"Viandes, Charcuteries, Poissons et viandes et oeufs, Saucisses, Abats, Boudins, Produits tripiers, Boudins noirs, Boudins noirs aux oignons, Boudin noir sauté"
RÂPÉ aux 3 FROMAGES,1458.0,17.0,0.0,400.0,25.0,0.0,0.0,4.0,D,18,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de vache, Emmentals, Fromages râpés, Emmentals râpés"
Camembert au lait pasteurisé,1100.0,15.0,0.0,520.0,19.0,0.0,0.0,3.0,D,18,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Frais, Fromages de vache, Fromages à pâte molle à croûte fleurie, Camemberts, Fromages de France, Fromages pasteurisés, Fromages industriels, en:pasteurized-camembert"
Emmental français râpé,1532.0,21.0,0.0,320.0,27.0,0.0,0.0,3.0,D,17,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de vache, Emmentals, Fromages de France, Emmentals français, Fromages râpés, Emmentals râpés"
Fraises🍓de Dordogne Confiture extra,940.0,0.9,54.0,360.0,0.6,1.0,55.0,4.0,D,13,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Produits à tartiner, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Confitures, Confitures de fruits rouges, Confitures de fraises"
Knack pur porc VPF,1128.0,8.8,0.7,720.0,13.0,0.0,0.0,4.0,D,18,"Viandes, Charcuteries, Saucisses, Saucisses françaises, Saucisses de Strasbourg"
Comté râpé,1700.0,22.0,0.0,320.0,26.0,0.0,0.0,3.0,D,18,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de France, Fromages au lait cru, Comté, Fromages AOC, Fromages labellisés, Produits AOC, Produits labellisés"
Crème fraîche épaisse légère  15% de mat. gr.,705.0,10.0,3.5,32.0,2.5,0.0,0.0,4.0,C,10,"Produits laitiers, Produits fermentés, Crèmes, Produits laitiers fermentés, Crèmes épaisses, Crèmes fraîches, Crèmes légères"
Crème légère semiépaisse 18% de matières grasses,799.0,11.0,3.1,56.0,2.8,0.0,0.0,4.0,D,12,"Produits laitiers, Crèmes, Crèmes fluides"
Val d'automne,1356.0,19.0,1.0,600.0,20.0,0.0,0.0,4.0,E,20,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Frais, Fromages de vache, Fromages de France, Fromages pasteurisés, Fromages à pâte molle à croûte lavée, Fromages industriels"
Brique au lait de vache,1368.0,18.0,0.0,640.0,22.0,0.0,0.0,3.0,E,21,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Frais, Fromages de vache, Fromages à pâte molle à croûte fleurie, Fromages de France, Fromages pasteurisés, Fromages industriels"
Mousse de foie,1064.0,8.3,2.5,680.0,11.0,0.0,0.0,4.0,D,18,"Viandes, Produits à tartiner, Charcuteries, Produits à tartiner salés, Poissons et viandes et oeufs, Foies gras, Mousses salées, Mousses de foies"
Mousse de foie,1064.0,8.3,2.5,680.0,11.0,0.0,0.0,4.0,D,18,"Viandes, Produits à tartiner, Charcuteries, Produits à tartiner salés, Poissons et viandes et oeufs, Foies gras, Mousses salées, Mousses de foies"
Dés d'emmental français Apéritif & Salade,1578.0,21.0,0.5,328.0,27.0,0.0,0.0,3.0,D,17,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de vache, Emmentals, Fromages de France, Emmentals français"
Terrine forestière,1089.0,8.2,2.5,640.0,12.0,0.0,0.0,3.0,D,18,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Viandes, Charcuteries, en:meat-based-products, Pâtes alimentaires, Terrines, Terrines de campagne"
Emmental français râpé,1532.0,19.0,0.0,280.0,27.0,0.0,0.0,3.0,D,17,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de vache, Emmentals, Fromages de France, Emmentals français, Fromages pasteurisés, Fromages râpés, Emmentals râpés"
Emmental français râpé,1532.0,19.0,0.0,280.0,27.0,0.0,0.0,3.0,D,17,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de vache, Emmentals, Fromages de France, Emmentals français, Fromages râpés, Emmentals râpés"
Emmental français râpé,1532.0,19.0,0.0,280.0,27.0,0.0,0.0,3.0,D,17,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Frais, Fromages à pâte pressée cuite, Fromages de vache, Emmentals, Fromages de France, Emmentals français, Fromages pasteurisés, Fromages râpés, Emmentals râpés, Fromages industriels"
Emmental français râpé,1532.0,19.0,0.0,280.0,27.0,0.0,0.0,3.0,D,17,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de vache, Emmentals, Fromages de France, Emmentals français, Fromages râpés, Emmentals râpés"
Crème fraîche épaisse entière 30% de MG,1198.0,20.0,2.9,32.0,2.3,0.0,0.0,3.0,D,13,"Produits laitiers, Produits fermentés, Crèmes, Produits laitiers fermentés, Crèmes épaisses, Crèmes entières, Crèmes fraîches"
Ailladou Ail et fines herbes,1043.0,16.0,2.5,440.0,5.9,0.0,0.0,4.0,D,17,"Produits laitiers, Produits fermentés, Produits à tartiner, Produits laitiers fermentés, Produits à tartiner salés, Fromages, Frais, Fromages de vache, Fromages de France, Fromages pasteurisés, Fromages à tartiner, Fromages à la crème, Fromages industriels, en:uncured-soft-cheese-spreadable-around-30-40-fat-flavoured"
Ailladou Ail et fines herbes,1043.0,16.0,2.5,440.0,5.9,0.0,0.0,4.0,D,17,"Produits laitiers, Produits fermentés, Produits à tartiner, Produits laitiers fermentés, Produits à tartiner salés, Fromages, Frais, Fromages de vache, Fromages de France, Fromages pasteurisés, Fromages à tartiner, Fromages à la crème, Fromages industriels, en:uncured-soft-cheese-spreadable-around-30-40-fat-flavoured"
Fromage à tartiner aux Noix saveur noix,1078.0,17.0,3.0,480.0,6.0,0.0,3.0,4.0,D,18,"Produits laitiers, Produits fermentés, Produits à tartiner, Produits laitiers fermentés, Produits à tartiner salés, Fromages, Fromages à tartiner"
Semoule au lait saveur vanille Au lait entier,1252.0,2.5,51.0,120.0,7.0,0.0,0.0,4.0,D,16,Tartinades
Bûche de Chèvre cendrée,1026.0,12.0,2.0,520.0,17.0,0.0,0.0,4.0,D,18,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de chèvre"
Biscuit petit beurre blé cplt (15) 140g,1835.0,7.5,22.0,440.0,9.5,5.0,0.0,3.0,D,15,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Petits beurres"
Boisson à l'Aloe Vera - Saveur citron vert,90.0,0.0,4.0,0.0,0.6,0.0,0.0,4.0,A,0,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Eaux, Eaux aromatisées, Boissons avec sucre ajouté, Aloe vera"
Emmental français râpé,1532.0,19.0,0.0,280.0,27.0,0.0,0.0,3.0,D,17,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de vache, Emmentals, Fromages de France, Emmentals français, Fromages pasteurisés, Fromages râpés, Emmentals râpés"
Emmental français râpé,1532.0,19.0,0.0,280.0,27.0,0.0,0.0,3.0,D,17,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de vache, Emmentals, Fromages de France, Emmentals français, Fromages râpés, Emmentals râpés"
Emmental français râpé,1532.0,19.0,0.0,280.0,27.0,0.0,0.0,3.0,D,17,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Frais, Fromages à pâte pressée cuite, Fromages de vache, Emmentals, Fromages de France, Emmentals français, Fromages pasteurisés, Fromages râpés, Emmentals râpés, Fromages industriels"
Emmental français râpé,1532.0,19.0,0.0,280.0,27.0,0.0,0.0,3.0,D,17,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de vache, Emmentals, Fromages de France, Emmentals français, Fromages râpés, Emmentals râpés"
Carré,1265.0,18.0,0.5,560.0,19.0,0.0,0.0,3.0,E,19,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages"
Goûter fourré cacao (16),1924.0,4.7,30.0,292.0,7.6,3.3,0.0,3.0,D,15,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Biscuits fourrés"
4 friands a la viande,1450.0,9.9,1.6,320.0,8.6,1.7,0.0,4.0,D,15,"Plats préparés, en:meat-based-products, Pizzas tartes salées et quiches, Plats préparés à la viande, Tartes, Feuilleté salé, Réfrigérés, Friands, Quiches, Plats préparés réfrigérés, Feuilleté à la viande"
6 Knacks Pur Volaille,1037.0,5.3,1.3,1040.0,13.0,0.0,0.0,4.0,D,18,"Viandes, Charcuteries, Saucisses, Saucisses françaises, Saucisses de Strasbourg, Knacks industrielles"
Knacks pur porc,1121.0,8.5,1.5,720.0,12.0,0.0,0.0,4.0,D,18,"Viandes, Charcuteries, Saucisses, Saucisses françaises, Saucisses de Strasbourg"
Billes apéritives fourrage à la tomate paprika,1052.0,13.0,2.6,560.0,14.0,0.8,0.0,4.0,E,19,"Snacks, Produits laitiers, Produits fermentés, Snacks salés, Amuse-gueules, Chips et frites, Produits laitiers fermentés, Fromages, Chips, Apéritif"
Crème fraîche de Normandie Epaisse BIO,1481.0,29.0,2.3,24.0,2.0,0.0,0.0,3.0,D,14,"Produits laitiers, Produits fermentés, Crèmes, Produits laitiers fermentés, Crèmes épaisses, Crèmes fraîches"
Râpé de jambon fumé,548.0,2.0,1.6,920.0,18.0,0.0,0.0,4.0,D,12,"Viandes, Charcuteries, Jambons, Dés de jambon"
Rillettes de poulet pur poulet BIO,1313.0,8.0,0.0,440.0,16.0,0.6,0.0,3.0,D,14,"Viandes, Produits à tartiner, Charcuteries, Produits à tartiner salés, Rillettes, Rillettes de viande, Rillettes de viande blanche, Rillettes de volaille, Rillettes de poulet"
Crème semiépaisse légère.,795.0,12.0,3.8,48.0,2.4,0.0,0.0,4.0,D,12,"Produits laitiers, Crèmes, Crèmes UHT, Crèmes légères, Crèmes semi-épaisses, Crèmes fluides"
Brique au lait de vache BIO,1473.0,23.0,0.0,560.0,16.0,0.0,0.0,3.0,E,20,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages pasteurisés"
Coulommiers au lait pasteurisé,2013.0,12.0,35.0,200.0,8.4,3.2,0.0,3.0,E,22,"Snacks, Produits laitiers, Produits fermentés, Snacks sucrés, Produits laitiers fermentés, Biscuits et gâteaux, Fromages, Biscuits, Fromages de vache, Fromages à pâte molle à croûte fleurie, Fromages de France, Fromages pasteurisés, Coulommiers"
Crème fraîche épaisse entière,1208.0,20.0,2.6,24.0,2.2,0.5,0.0,3.0,D,13,"Produits laitiers, Produits fermentés, Crèmes, Produits laitiers fermentés, Crèmes épaisses, Crèmes entières, Crèmes fraîches"
Oeufs de truite,727.0,0.8,0.0,960.0,27.0,0.0,0.0,3.0,D,12,"Produits de la mer, Produits d'élevages, Poissons et viandes et oeufs, Œufs de poisson, Oeufs de truite"
Rillettes de poulet rôti en cocotte,1422.0,9.9,0.0,480.0,14.0,0.0,0.0,3.0,D,18,"Viandes, Produits à tartiner, Charcuteries, Produits à tartiner salés, Rillettes, Rillettes de viande, Rillettes de viande blanche, Rillettes de volaille, Rillettes de poulet"
Boudins blancs au foie de canard,1050.0,8.7,1.3,560.0,11.0,1.2,0.0,3.0,D,16,"Viandes, Charcuteries, Poissons et viandes et oeufs, Saucisses, Abats, Boudins, Produits tripiers, Boudins blancs, Boudins noirs, Boudin noir sauté"
Bleu,1510.0,23.0,0.5,600.0,16.0,0.0,0.0,3.0,E,20,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte persillée"
Pâté de campagne breton label rouge IGP,1260.0,10.0,1.3,520.0,15.0,0.0,0.0,3.0,D,17,"Viandes, Charcuteries, Charcuteries diverses, Pâté, Pâtés de porc, Pâtés de campagne"
Rillettes traditionnelles pur canard,1319.0,8.7,0.0,480.0,21.0,0.0,0.0,3.0,D,16,"Viandes, Produits à tartiner, Charcuteries, Produits à tartiner salés, Rillettes, Rillettes de viande, Rillettes de viande blanche, Rillettes de volaille, Rillettes de canard"
Terrine de lièvre au romarin,1188.0,8.6,0.0,520.0,18.0,0.5,0.0,4.0,D,16,"Viandes, Charcuteries, en:meat-based-products, Terrines, Terrines de lapin"
Terrine au foie de canard recette du sudouest,1127.0,9.1,0.7,520.0,14.0,0.0,0.0,4.0,D,17,"Viandes, Charcuteries, en:meat-based-products, Terrines, Terrines de volailles, Terrines de canard, Terrines de foie"
Terrine de chevreuil au calvados,1083.0,8.2,0.0,520.0,17.0,0.0,0.0,4.0,D,16,"Viandes, Charcuteries, en:meat-based-products, Terrines, Terrines de chevreuil"
Terrine de canard à l' Armagnac,822.0,5.3,0.0,600.0,16.0,0.0,0.0,4.0,D,13,"Viandes, Charcuteries, en:meat-based-products, Terrines, Terrines de volailles, Terrines de canard"
kachir volaille goût veau,673.0,2.8,1.0,960.0,9.0,0.5,0.0,4.0,D,14,"Viandes, Charcuteries, Saucisses"
kachir volaille goût veau,673.0,2.8,1.0,960.0,9.0,0.5,0.0,4.0,D,14,"Viandes, Charcuteries, Saucisses"
kachir volaille goût veau,673.0,2.8,1.0,960.0,9.0,0.5,0.0,4.0,D,14,"Viandes, Charcuteries, Saucisses"
kachir volaille goût veau,673.0,2.8,1.0,960.0,9.0,0.5,0.0,4.0,D,14,"Viandes, Charcuteries, Saucisses"
Jambon de dinde standard,479.0,1.4,0.8,1040.0,16.0,0.0,0.0,4.0,D,12,"Viandes, Charcuteries, Charcuteries cuites, Blancs de volaille en tranches"
Mortadelle de dinde aux olives,748.0,3.6,1.6,1080.0,12.0,0.0,0.0,4.0,D,15,"Viandes, Charcuteries, Saucisses"
Ensemble avec les éleveurs Lait du Val de Loire,1370.0,18.0,0.0,680.0,23.0,0.0,0.0,3.0,E,21,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Laits, Laits homogénéisés, Laits demi-écrémés, Laits UHT"
Ensemble avec les éleveurs Lait du Val de Loire,1370.0,18.0,0.0,680.0,23.0,0.0,0.0,3.0,E,21,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Frais, Fromages de vache, Fromages à pâte pressée non cuite, Fromages pasteurisés, Raclettes, Fromages en tranches, Fromages industriels"
Mousse de foie,1064.0,8.3,2.5,680.0,11.0,0.0,0.0,4.0,D,18,"Viandes, Produits à tartiner, Charcuteries, Produits à tartiner salés, Poissons et viandes et oeufs, Foies gras, Mousses salées, Mousses de foies"
Mousse de foie,1064.0,8.3,2.5,680.0,11.0,0.0,0.0,4.0,D,18,"Viandes, Produits à tartiner, Charcuteries, Produits à tartiner salés, Poissons et viandes et oeufs, Foies gras, Mousses salées, Mousses de foies"
Pâté de campagne 25 % de sel,1194.0,8.5,1.1,440.0,15.0,0.0,0.0,3.0,D,15,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Viandes, Charcuteries, Pâtes alimentaires, Charcuteries diverses, Pâté, Pâtés de porc, Pâtés de campagne"
Volaille,772.0,3.9,0.8,1160.0,9.3,0.0,0.0,4.0,D,15,"Viandes, Charcuteries, Saucisses"
Fromage de tête persillé,910.0,5.1,0.5,640.0,16.0,0.0,0.0,4.0,D,14,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Pâtes alimentaires, Fromage de tête persillée"
1 Galette Jambon emmental,864.0,6.1,0.0,800.0,14.0,1.7,0.0,4.0,D,15,"Plats préparés, Pizzas tartes salées et quiches, Tartes, Quiches"
1 Galette Lardons chèvre,1026.0,8.0,1.0,880.0,15.0,1.9,0.0,4.0,D,18,"Plats préparés, Pizzas tartes salées et quiches, Tartes, Quiches"
Emmental portion,1566.0,20.0,0.0,244.0,28.0,0.0,0.0,3.0,D,16,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de vache, Emmentals, Fromages de France, Emmentals français"
Viande hachee de boeuf,1029.0,8.6,0.0,80.0,17.0,0.0,0.0,1.0,C,6,Viandes
Boulettes au boeuf,729.0,5.7,0.0,480.0,13.0,0.0,0.0,4.0,D,12,"Viandes et dérivés, Viande de bœuf et dérivés, Viandes, Bœuf, Préparations de viande, Préparations de viande bovine"
Boulettes au boeuf,729.0,5.7,0.0,480.0,13.0,0.0,0.0,4.0,D,12,Viandes
10 Super Moelleux,787.0,6.3,0.0,316.0,16.0,0.0,0.0,4.0,C,6,Viandes
Crème fluide entière 30% de matières grasses,1200.0,20.0,3.3,40.0,2.0,0.0,0.0,4.0,D,13,"Produits laitiers, Crèmes, Crèmes liquides, Crèmes entières, Crèmes fluides"
Crème Légère UHT liquide,790.0,12.0,3.9,44.0,2.2,0.0,0.0,4.0,D,12,"Produits laitiers, Crèmes, Crèmes UHT, Crèmes liquides, Crèmes légères, Crèmes semi-épaisses, Crèmes fluides"
Emmental râpé,1475.0,19.0,0.0,332.0,26.0,0.0,0.0,3.0,D,17,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de vache, Emmentals, Fromages râpés, Emmentals râpés"
Emmental râpé,1475.0,19.0,0.0,332.0,26.0,0.0,0.0,3.0,D,17,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de vache, Emmentals, Fromages râpés, Emmentals râpés"
Emmental râpé,1475.0,19.0,0.0,332.0,26.0,0.0,0.0,3.0,D,17,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de vache, Emmentals, Fromages râpés, Emmentals râpés"
Emmental râpé,1475.0,19.0,0.0,332.0,26.0,0.0,0.0,3.0,D,17,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de vache, Emmentals, Fromages râpés, Emmentals râpés"
Fromage doux ovale,1419.0,22.0,0.0,520.0,16.0,0.0,0.0,3.0,E,19,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de vache, Fromages de France, Fromages pasteurisés"
Fromage doux ovale,1419.0,22.0,0.0,520.0,16.0,0.0,0.0,3.0,E,19,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Frais, Fromages à pâte molle à croûte fleurie, Fromages de France, Fromages pasteurisés, Fromages double crème, Fromages industriels"
Camembert 8 portions,1063.0,14.0,0.0,520.0,19.0,0.0,0.0,3.0,D,18,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages"
Camembert BIO,1188.0,16.0,0.0,480.0,19.0,0.0,0.0,3.0,D,18,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Frais, Fromages de vache, Fromages à pâte molle à croûte fleurie, Camemberts, Fromages de France, Fromages pasteurisés, en:pasteurized-camembert"
Camembert,1100.0,15.0,0.0,560.0,19.0,0.0,0.0,3.0,E,19,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Frais, Fromages de vache, Fromages à pâte molle à croûte fleurie, Camemberts, Fromages de France, Fromages pasteurisés, Fromages industriels, en:pasteurized-camembert"
Fromage fondu,1049.0,14.0,7.0,600.0,7.5,0.0,0.0,4.0,E,20,"Produits laitiers, Produits fermentés, Produits à tartiner, Produits laitiers fermentés, Produits à tartiner salés, Fromages, Fromages à tartiner, Fromages fondus"
Mon petit emmental,1532.0,21.0,0.0,240.0,27.0,0.0,0.0,3.0,D,16,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de vache, Emmentals, Fromages de France, Emmentals français, Fromages en tranches"
Mon petit emmental,1532.0,21.0,0.0,240.0,27.0,0.0,0.0,3.0,D,16,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de vache, Emmentals, Fromages de France, Emmentals français"
Mon petit emmental,1532.0,21.0,0.0,240.0,27.0,0.0,0.0,3.0,D,16,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte pressée cuite, Fromages de vache, Emmentals, Fromages de France, Emmentals français"
Ailladou Ail et fines herbes,1043.0,16.0,2.5,440.0,5.9,0.0,0.0,4.0,D,17,"Produits laitiers, Produits fermentés, Produits à tartiner, Produits laitiers fermentés, Produits à tartiner salés, Fromages, Frais, Fromages de vache, Fromages de France, Fromages pasteurisés, Fromages à tartiner, Fromages à la crème, Fromages industriels, en:uncured-soft-cheese-spreadable-around-30-40-fat-flavoured"
Ailladou Ail et fines herbes,1043.0,16.0,2.5,440.0,5.9,0.0,0.0,4.0,D,17,"Produits laitiers, Produits fermentés, Produits à tartiner, Produits laitiers fermentés, Produits à tartiner salés, Fromages, Frais, Fromages de vache, Fromages de France, Fromages pasteurisés, Fromages à tartiner, Fromages à la crème, Fromages industriels, en:uncured-soft-cheese-spreadable-around-30-40-fat-flavoured"
Crème brûlée,1190.0,14.0,16.0,48.0,4.1,0.0,0.0,4.0,D,16,"Produits laitiers, Desserts, Desserts lactés, Crèmes brûlées"
Miel de Lavande de Provence IGP crémeux,1365.0,0.0,80.0,0.0,0.0,0.0,0.0,2.0,D,14,"Petit-déjeuners, Produits à tartiner, Produits à tartiner sucrés, Produits de la ruche, Produits d'élevages, Édulcorants, Miels, Miels de lavande, Tartinades"
Miel de Lavande de Provence IGP crémeux,1365.0,0.0,80.0,0.0,0.0,0.0,0.0,2.0,D,14,"Petit-déjeuners, Produits à tartiner, Produits à tartiner sucrés, Produits de la ruche, Produits d'élevages, Édulcorants, Miels, Miels français, Miels d'acacia, Miels de Bourgogne, Tartinades"
Miel de Lavande de Provence IGP crémeux,1365.0,0.0,80.0,0.0,0.0,0.0,0.0,2.0,D,14,"Petit-déjeuners, Produits à tartiner, Produits à tartiner sucrés, Produits de la ruche, Produits d'élevages, Édulcorants, Miels, Miels de sapin, Tartinades"
Miel d'Acacia de Bourgogne liquide,1365.0,0.0,80.0,0.0,0.0,0.0,0.0,2.0,D,14,"Petit-déjeuners, Produits à tartiner, Produits à tartiner sucrés, Produits de la ruche, Produits d'élevages, Édulcorants, Miels, Miels de lavande, Tartinades"
Miel d'Acacia de Bourgogne liquide,1365.0,0.0,80.0,0.0,0.0,0.0,0.0,2.0,D,14,"Petit-déjeuners, Produits à tartiner, Produits à tartiner sucrés, Produits de la ruche, Produits d'élevages, Édulcorants, Miels, Miels français, Miels d'acacia, Miels de Bourgogne, Tartinades"
Miel d'Acacia de Bourgogne liquide,1365.0,0.0,80.0,0.0,0.0,0.0,0.0,2.0,D,14,"Petit-déjeuners, Produits à tartiner, Produits à tartiner sucrés, Produits de la ruche, Produits d'élevages, Édulcorants, Miels, Miels de sapin, Tartinades"
Miel de Sapin du Jura liquide,1365.0,0.0,80.0,0.0,0.0,0.0,0.0,2.0,D,14,"Petit-déjeuners, Produits à tartiner, Produits à tartiner sucrés, Produits de la ruche, Produits d'élevages, Édulcorants, Miels, Miels de lavande, Tartinades"
Miel de Sapin du Jura liquide,1365.0,0.0,80.0,0.0,0.0,0.0,0.0,2.0,D,14,"Petit-déjeuners, Produits à tartiner, Produits à tartiner sucrés, Produits de la ruche, Produits d'élevages, Édulcorants, Miels, Miels français, Miels d'acacia, Miels de Bourgogne, Tartinades"
